"ID","SMILES","HOMO","LUMO","LUMO+1","f(S1)","f(S2)","E(S1)","E(T1)","dS1T1","EHOMO","ELUMO","ΔELL+1","fmax","ΔES1T1","consensus Log Po/w","λ"
"OWOMEU","CCCCN1C(=O)c2cc(Br)c3c4c(Br)cc5C(=O)N(CCCC)C(=O)c6cc(Br)c(c7c(Br)cc(C1=O)c2c37)c4c56",-7.60286098,-3.23815482,-1.76874003,0.5363,0.0045,2.76030001651364,2.019430355284,0.74086966122964,"","","","","","",""
"OWURUV","COC1=CC(=O)c2c(O)c3C(CC(C)(O)Cc3c(O)c2C1=O)OC1CC(Cl)C(OC(C)=O)C(C)O1",-8.09593128,-2.18616267,-0.41034769,0.0001,0.0013,2.66490001594291,2.32336465524494,0.34153536069797,"","","","","","",""
"OWUZIR","N1C=CC=C1C(=C1C=CC(=N1)C1=CC=C(N1)C(=C1C=CC=N1)c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12",-6.20120254,-2.29772935,-1.33580689,0.6051,0.0051,2.33030001394115,1.5510747986651,0.779225215276049,"","","","","","",""
"OXAKUV","C=CN1C(=CC2=C1CCCC2)C#CC#CC#CC#Cc1ccc(cc1)N(=O)=O",-6.95359734,-2.16493779,-1.42614869,0.0001,0.8103,2.7287000163246,2.76332812483645,-0.0346281085118502,"","","","","","",""
"OXEMAG","Fc1c(F)c(c(F)c(F)c1Br)c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1c(F)c(F)c(Br)c(F)c1F",-7.67850863,-2.96141503,-1.80329849,1.0438,0.0233,3.27530001959466,2.1708165422061,1.10448347738856,"","","","","","",""
"OXEMEK","FC(F)(F)c1ccccc1c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1ccccc1C(F)(F)F",-7.37700649,-2.71243086,-1.18641639,1.0119,0.0353,3.24160001939305,2.1348825476798,1.10671747171325,"","","","","","",""
"OXEMIO","Fc1cccc(F)c1c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1c(F)cccc1F",-7.36421714,-2.64059281,-1.28083989,0.9425,0.0273,3.28100001962876,2.18682908174212,1.09417093788664,"","","","","","",""
"OXEMOU","Fc1c(F)c(F)c(c(F)c1F)c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1c(F)c(F)c(F)c(F)c1F",-7.68912107,-3.01257244,-1.78152938,0.9723,0.0231,3.24550001941638,2.13793321604315,1.10756680337323,"","","","","","",""
"OXEPAK","CCCCN1C2=C(C(=O)c3ccccc3C2=O)C2=C1c1ccccc1C(=O)O2",-7.62517432,-2.25718439,-1.02233174,0.0,0.0001,3.06120001831379,2.70946999097687,0.351730027336919,"","","","","","",""
"OXINGO","O=C1C(Oc2ccccc12)=C1Oc2ccccc2C1=O",-7.81483767,-2.40439798,-0.66613471,0.0,0.0004,2.87060001717351,2.15339796319487,0.717202053978649,"","","","","","",""
"OXITAS","Fc1cccc(c1)N=CC1=CC=C(S1)N(=O)=O",-8.18436828,-2.33038302,-0.68191731,0.1055,0.1684,3.68610002205229,2.96601865711304,0.720081364939249,"","","","","","",""
"OXOGUE","Brc1ccc(cc1)C1=CC(=C(N1)N=C1N=C(C=C1c1ccccc1)c1ccc(Br)cc1)c1ccccc1",-6.60665218,-2.72385964,-0.50640388,0.6253,0.2444,2.36300001413678,1.19182737211657,1.17117264202021,"","","","","","",""
"OXSEAZ10","CC1(C)CC2=NO[Se]3=C2C(=NO3)C1",-8.44940717,-2.43487473,0.30123003,0.0003,0.0656,2.50950001501322,2.23061954736819,0.27888046764503,"","","","","","",""
"OYALAC","CC1(C)OC(C#C)C(O1)C(CSc1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.36857096,-2.38290099,-2.24031333,0.0001,0.0004,3.7653000225261,4.20165282166254,-0.43635279913643,"","","","","","",""
"OYETES","FC(F)(F)C(F)(F)C12C3C4=C5C6=C3C3(C7=C1C1=C8C9=C%10C%11=C%12C%13=C%14C%15=C%16C%17=C%18C%19=C(C3=C3C%20=C%21C%22=C%23C%24=C(C%13=C%23C%15=C%17C%22=C%19%20)C%11=C9C9=C1C(=C73)C%21=C%249)C6(C%18=C1C%16=C3C%14=C%12C6=C%10C(=C28)C4(C6=C3C51C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F",-7.74816978,-3.06808366,-3.0098513,0.0004,0.0,2.82960001692824,2.71672835582281,0.11287166110543,"","","","","","",""
"OYIJAJ","CCCCCCOC1=C(SC(=C1C#N)C=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1",-6.6561769,-2.55732597,-0.26667157,0.8204,0.0745,2.74110001639877,1.96117839909369,0.779921617305089,"","","","","","",""
"OYOYEI","Oc1c(Br)cc(cc1Br)N=Cc1ccc(cc1)N(=O)=O",-8.09402648,-2.16357723,-0.770082199999999,0.0,0.2769,3.72710002229758,3.35722422273514,0.369875799562439,"","","","","","",""
"OYOYUY","Cc1cc(cc(C)c1O)N=Cc1ccc(cc1N(=O)=O)N(=O)=O",-7.6994614,-2.48031775,-1.62724083,0.5703,0.0863,3.59910002153181,2.88260406103633,0.71649596049548,"","","","","","",""
"OZEFOQ","O=C1N(Cc2ccccc2)C(=O)c2cc3C(=O)N(Cc4ccccc4)C(=O)c3cc12",-8.43199189,-2.43242571,-1.23458054,0.0003,0.0,3.8856000232458,3.5837856704367,0.301814352809109,"","","","","","",""
"OZIFAF","ClC1=NN2C(=NC3=C2N(C2CCCCC2)C(=O)c2ccccc32)N=N1",-7.57755439,-2.65936866,-0.83348472,0.0058,0.3173,2.86200001712206,1.7930294547764,1.06897056234565,"","","","","","",""
"OZOMAS","CCCCS(=O)c1ccc(cc1N(=O)=O)C(F)(F)F",-8.34790871,-2.31514464,-1.16083769,0.0127,0.0214,3.55150002124704,3.01736817339016,0.53413184785687,"","","","","","",""
"OZOMEW","CS(=O)c1ccc(cc1N(=O)=O)C(F)(F)F",-8.35199041,-2.31813789,-1.03784223,0.0122,0.0099,3.60770002158325,3.45190650913139,0.155793512451869,"","","","","","",""
"OZUYIS","N1C2=C(c3ccccc3)C3=NC(=C(c4ccccc4)c4ccc(c5ccccc45)C(=C4C=CC(=N4)C(=C1C=C2)c1ccccc1)c1ccccc1)C=C3",-5.77071843,-2.20684333,-1.71975954,0.3253,0.0704,2.0466000122439,1.13165429210884,0.91494572013506,"","","","","","",""
"PACROC","CC1(C)C(=O)C2=CC3=CC=C(N3)C=C3C=CC(=N3)C=C3NC(=CC1=N2)C=C3",-6.38270248,-2.2062991,-1.78370629,0.0465,0.0052,2.24950001345775,1.83945126132677,0.41004875213099,"","","","","","",""
"PACRUI","CC1(C)CC2=C3CC(=O)C4=C3NC(=C4)C=C3C=CC(=N3)C=C3NC(=CC1=N2)C=C3",-6.33453833,-2.32766188,-1.53880382,0.1108,0.0377,2.2184000132717,1.71838508809805,0.50001492517365,"","","","","","",""
"PAGGUB","Fc1c(F)c(F)c(c(F)c1F)[B-](C=C(c1ccccc1C#C)[P+](c1ccccc1)(c1ccccc1)c1cc(ccc1C(F)(F)F)C(F)(F)F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F",-7.85810377,-2.1709243,-1.49363293,0.0054,0.0148,4.21980002524518,3.84777665039774,0.37202337484744,"","","","","","",""
"PAGNUJ","Nc1c(cc(c(N2C=NC(=C2)N(=O)=O)c1N(=O)=O)N(=O)=O)N(=O)=O",-9.25404783,-2.88495104,-2.60168052,0.0,0.0002,3.60770002158325,3.82011709382447,-0.21241707224121,"","","","","","",""
"PAHFOV","Cl[Se](Cl)(N=S=N[Se]c1ccccc1)c1ccccc1",-7.91143809,-2.15677438,-0.84491351,0.2881,0.0069,3.5710000213637,2.08851842926201,1.48248159210168,"","","","","","",""
"PAHLUF","CC(C)(C)c1cc2N=C3C(=O)C(=CC(=C3Oc2c(c1)C(C)(C)C)C(C)(C)C)C(C)(C)C",-6.70107568,-2.24602772,0.10966188,0.2009,0.0039,2.37420001420377,1.3121411505303,1.06205886367348,"","","","","","",""
"PAHRAU","CN(CCCN1C(=O)c2cccc3cccc(C1=O)c23)C1=C(C(=CC2=[N+]([O-])ON=C12)Cl)N(=O)=O",-7.27224265,-2.14997153,-1.92411704,0.1403,0.103,3.06330001832636,1.57047597198122,1.49282404634514,"","","","","","",""
"PAHYEE","CC1(C)C2=CC=C(N2)C(C)(C2=CC=C(N2)C(C)(C)C2=CC=C(N2)C(C)(C2=CC=C1N2)c1cc(cc(c1)N(=O)=O)N(=O)=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.18707102,-2.18915593,-2.18289731,0.0,0.0093,3.60150002154617,3.86816940657973,-0.266669385033559,"","","","","","",""
"PAJZIM","OC(=O)C(=CC1=CC=C(S1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N",-6.434132,-2.55460483,-0.91049294,1.1359,0.0058,2.61740001565874,1.79376933233198,0.823630683326759,"","","","","","",""
"PAKBEK","COC1=C(CC(C)(C)CC1=C(C#N)C#N)C=Cc1ccc(O)cc1",-7.34489705,-2.14126389,-0.14802993,1.2016,0.0298,3.52660002109808,2.32313798441018,1.2034620366879,"","","","","","",""
"PAKBIO","CCOc1cc(ccc1O)C=CC1=CC(CCC1)=C(C#N)C#N",-7.14870297,-2.24439504,-0.12163489,1.4113,0.1638,3.36540002013369,2.16352097939421,1.20187904073948,"","","","","","",""
"PAKBOU","COc1cc(ccc1O)C=CC1=CC(CCC1)=C(C#N)C#N",-7.19360175,-2.18099251,-0.22041222,1.3583,0.0396,3.44490002060929,2.32111321245903,1.12378680815027,"","","","","","",""
"PAKBUA","CCOc1cc(ccc1O)C=CC1=CC(CC(C)(C)C1)=C(C#N)C#N",-7.14462126,-2.25854496,-0.1336079,1.2763,0.0327,3.33990001998112,2.13013089562094,1.20976912436018,"","","","","","",""
"PAKCAH","COc1cc(ccc1O)C=CC1=CC(CC(C)(C)C1)=C(C#N)C#N",-7.12230792,-2.21990479,-0.11891375,1.4024,0.0386,3.36590002013668,2.13406103596619,1.23183898417049,"","","","","","",""
"PAKCEL","CCCOc1cc(ccc1O)C=CC1=CC(CC(C)(C)C1)=C(C#N)C#N",-7.10516475,-2.22643552,-0.10721286,1.2798,0.0407,3.33400001994584,2.1345497524334,1.19945026751244,"","","","","","",""
"PAKDIR","Fc1cccc(c1)C1=C(OC2=C1C(=O)c1ccccc1C2=O)C(=O)c1ccccc1",-8.12912917,-2.46970531,-1.49091179,0.0013,0.0001,3.12470001869368,2.9695117826142,0.155188236079489,"","","","","","",""
"PALNUO","CC1C(CC(OC1c1ccc(C)cc1)[Si](C)(C)c1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.98001078,-2.27677659,-2.09963047,0.0017,0.0,3.77480002258295,3.51858447071998,0.25621555186297,"","","","","","",""
"PALPAW","CCCCC1C(CC(OC1c1ccc(Br)cc1)[Si](C)(C)c1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.16776934,-2.28956594,-2.11296405,0.0007,0.0001,3.81470002282165,4.23747388893483,-0.42277386611318,"","","","","","",""
"PALQIF","O=N(=O)C1=CC(=C(C2=CN(Cc3ccccc3)C=C2)C2=NON=C12)N(=O)=O",-7.94681289,-3.01828683,-1.18233468,0.4393,0.0,3.11570001863984,2.17605935976186,0.939640658877979,"","","","","","",""
"PALQOL","CN1C(=C(c2ccccc12)C1=C(C=C(C2=NON=C12)N(=O)=O)N(=O)=O)C",-7.41809568,-3.0806009,-1.55050472,0.2293,0.0109,2.49440001492288,2.0577148692594,0.43668514566348,"","","","","","",""
"PAMGIT","CC(C)(c1ccccc1)C(N=Nc1ccc(cc1)N(=O)=O)(C#N)C#N",-8.71961623,-2.48358311,-0.92001693,0.0001,0.0028,2.74330001641194,2.32630348483529,0.41699653157665,"","","","","","",""
"PAMHIV","O=C(OCC1OC2(CCCCO2)C2(OCC1O2)c1ccccc1)c1ccc(cc1)N(=O)=O",-8.24396121,-2.15187633,-0.33143467,0.0,0.0001,3.57260002137327,4.05892856285174,-0.486328541478469,"","","","","","",""
"PAMHOA","COC(=O)C12CCC3(OCCOC(=O)c4cc(cc(c4)N(=O)=O)N(=O)=O)OCCC43C(O)CC3(SCCCS3)C(OC1)C24",-7.47768861,-2.32466862,-2.13663795,0.0068,0.0,3.63330002173641,3.87759896783187,-0.244298946095461,"","","","","","",""
"PAMKUK","CC(C)(COC(=O)c1ccc2ccccc2c1)CC1=C(O)C(=O)c2ccccc2C1=O",-7.57483326,-2.26970163,-0.84300871,0.0001,0.0005,2.97730001781186,3.10375642961441,-0.12645641180256,"","","","","","",""
"PAMLAR","COc1cc(c(O)c2ccccc12)C(=O)OCC(C)(C)CC1=C(O)C(=O)c2ccccc2C1=O",-7.05427946,-2.21201349,-0.79484456,0.0001,0.0003,3.02290001808466,3.10459454027679,-0.0816945221921296,"","","","","","",""
"PANBUB","CCC(=O)C1=C(C)C(=O)c2cc(C)ccc2C1=O",-8.73240558,-2.46072555,-0.48844436,0.0002,0.0002,2.81150001681995,2.89301067429537,-0.0815106574754196,"","","","","","",""
"PANGAN","O=N(=O)c1ccc(C=Nc2ccccc2)c(c1)N(=O)=O",-8.26164862,-2.54453662,-1.9450698,0.0002,0.0445,3.61750002164189,3.30376530711266,0.313734714529229,"","","","","","",""
"PANQUO","COc1ccc(cc1)C1=CC(=O)C=CC1=O",-7.65048091,-2.46780051,-0.08408318,0.0017,0.0005,2.68110001603983,2.3530068877471,0.32809312829272,"","","","","","",""
"PAPQAZ","CCCOC1=CC(=NC#N)C(=CC1=NC#N)OCCC",-8.62573695,-3.17529652,0.05006895,0.0003,0.0002,3.22870001931587,2.61886709936909,0.60983291994678,"","","","","","",""
"PAQDIX","CC12CCC3C(C=C4CC5(C#N)C(=O)C(=C(Cl)C(=O)C5(C#N)C5=C4C3(C)CCC5=O)Cl)C1CCC2=O",-8.59281117,-2.28303521,-2.09364397,0.0002,0.0002,3.58940002147377,3.74196191423991,-0.15256189276614,"","","","","","",""
"PAQWOU","CC(C)[Si](OC(=C)C1(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C2CCCOC12)(C(C)C)C(C)C",-7.91742459,-2.218,-2.05228266,0.0017,0.0006,3.7433000223945,4.28711915616622,-0.54381913377172,"","","","","","",""
"PAQYEM","CCN1C(=O)C(=NC=C2N(C)c3ccccc3C2(C)C)C(=C(C#N)C1=O)C",-6.71087178,-2.17500601,-0.17252018,0.9363,0.3127,2.87090001717531,1.62118520435826,1.24971481281705,"","","","","","",""
"PARDAO","O=C1N(c2ccccc2)C(=Nc2ccccc2)N=C2N=C3C=CC=CC=C3N12",-6.56556298,-2.38398944,-2.10289584,0.166999999999999,0.4964,2.84720001703353,1.93944330528341,0.90775671175011,-6.69,-2.28,0.25,0.58,1.04,3.63,0.68
"PARGAR","N#CC(c1ccnc(c1)c1ccccn1)=C(C#N)c1ccnc(c1)c1ccccn1",-8.21647772,-2.42480652,-1.03212783,0.0513,0.0,4.08500002443873,3.069673081384,1.01532694305472,"","","","","","",""
"PARPOO","Cc1nc(ccc1N(=O)=O)N=Nc1ccccc1",-8.42491693,-2.27623236,-0.90396221,0.0,0.0305,2.17300001300009,1.82830155957174,0.34469845342834,"","","","","","",""
"PASJAV","ClN=C1Oc2ccc(Br)cc2C(N=C2Oc3ccc(Br)cc3C=C2C#N)C1(Cl)C#N",-8.26627455,-2.26507569,-0.70014894,0.2349,0.0504,4.02700002409175,3.05096607050361,0.97603395358814,"","","","","","",""
"PASRUZ","CCCCCN1C(=O)c2cc(Oc3c(C)cccc3C)c3C(=O)N(CCCCC)C(=O)c4cc(Oc5c(C)cccc5C)c(C1=O)c2c34",-7.74980246,-2.57528548,-0.70667967,0.2945,0.0,3.29910001973703,2.35727820444025,0.94182181529679,"","","","","","",""
"PATWOZ","CCCCCCN1C(=O)C2=NC3=C(Br)C4=NSN=C4C(=C3N=C2C1=O)Br",-7.87660752,-3.28033247,-1.67350018,0.1143,0.0032,2.78640001666979,1.7743793156833,1.01202070098649,"","","","","","",""
"PATWUF","CCCCC(CC)CN1C(=O)C2=NC3=C(Br)C4=NSN=C4C(=C3N=C2C1=O)Br",-7.88694784,-3.25366531,-1.68003091,0.1149,0.0042,2.81960001686841,1.83026551404917,0.98933450281924,"","","","","","",""
"PAVKAA","CC(=NNc1ccc(cc1N(=O)=O)N(=O)=O)c1cccc(F)c1",-7.73891791,-2.13527738,-1.73336523,0.4151,0.0008,3.60250002155214,2.98528731098093,0.617212710571218,"","","","","","",""
"PAWPIN","Clc1ccc(cc1)S(=O)(=O)C(Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)=S=O",-8.18817788,-2.33364838,-1.13934069,0.0155,0.0929,3.39750002032573,2.02459453197048,1.37290548835524,"","","","","","",""
"PAWRAI","NC(=S)NN1C(=O)c2cccc3cccc(C1=O)c23",-6.69889877,-2.2397691,-0.56899006,0.0003,0.0003,3.20900001919802,3.05025394855806,0.158746070639959,"","","","","","",""
"PAWYIY","Cc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)C(=C(C#N)C#N)C(C1=CC=CS1)=C(C#N)C#N",-8.27362162,-2.75678542,-1.54152496,0.2003,0.1129,3.72140002226348,2.39273736029506,1.32866266196841,"","","","","","",""
"PAWYUK","Cc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)C(=C(C#N)C#N)C(c1ccc2ccccc2c1)=C(C#N)C#N",-8.29783976,-2.49174653,-1.73907962,0.0484,0.0594,3.8808000232171,3.05022782563863,0.83057219757847,"","","","","","",""
"PAWZIZ","N#CC(C#N)=C(N1c2ccccc2c2ccccc12)C(c1ccccc1)=C(C#N)C#N",-7.83524621,-3.16713311,-1.40710072,0.07,0.0001,2.70850001620375,2.23969862598127,0.468801390222479,"","","","","","",""
"PAXBAU","Cc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)C(=C(C#N)C#N)C(C=Cc1ccccc1)=C(C#N)C#N",-8.04205274,-2.64195337,-1.68220782,0.5476,0.083,3.64600002181239,2.49927646350358,1.14672355830881,"","","","","","",""
"PAYNIN","COCOC(C(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C1CCCO1)C(I)=C",-8.23906317,-2.41582676,-2.12656974,0.0001,0.0003,3.55550002127097,5.00327110904514,-1.44777108777416,"","","","","","",""
"PAYWER","O=S=C(C1=CN=NS1)c1ccccc1",-8.11470714,-2.25201423,-0.26014084,0.0032,0.0037,3.45770002068587,2.00464613769072,1.45305388299516,"","","","","","",""
"PAYYAS","O=NC1=C(c2ccccc2)C2=C(Sc3ccccc3C2=O)S1",-7.66980099,-2.20929235,-1.24383241,0.0003,0.0767,1.21550000727179,0.828687084791113,0.386812922480677,"","","","","","",""
"PAZMBU","CC(=CC=C(C)N=Nc1ccccc1)N=Nc1ccccc1",-6.9508762,-2.15759072,-0.65198479,0.0017,0.0,2.46330001473683,1.91825061601688,0.545049398719949,"","","","","","",""
"PAZQIT","CCCCC(CC)CN1C2=C(SC(=C2)C2=CC=C(C=C(C#N)C#N)C3=NSN=C23)C2=C1c1ccccc1S2",-6.70461316,-2.86127714,-1.32165697,1.1107,0.0383,2.47250001479187,1.73728611616236,0.735213898629509,"","","","","","",""
"PAZQOZ","CCCCC(CC)CN1C2=C(C=C(S2)C2=CC=C(C=C(C#N)C#N)C3=NSN=C23)C2=C1c1ccccc1S2",-6.87767757,-2.7053559,-1.27757453,0.9819,0.0066,2.6770000160153,1.96458499240217,0.712415023613129,"","","","","","",""
"PCBZPO10","Clc1ccc(cc1)C=C1C(=O)N(N=C1c1ccccc1)c1ccccc1",-7.20938436,-2.1551417,-0.03782383,0.0346,0.001,3.06860001835806,2.24275936256818,0.825840655789889,"","","","","","",""
"PCYACP","CCCOC(=O)C(=Cc1ccc(cc1)C=C(C#N)C(=O)OCCC)C#N",-8.27498219,-2.49419555,-0.91974481,1.2887,0.0367,3.93830002356108,2.93951231904969,0.998787704511399,"","","","","","",""
"PEBBEE","COC(=O)C1=C(C(=O)c2ccccc2C1=O)C1=C(CC=C(C)C)C(=O)c2ccccc2C1=O",-7.36911519,-2.28738903,-2.17636658,0.0006,0.0083,2.86390001713343,2.37431552473349,0.489584492399949,"","","","","","",""
"PEBBII","COC(=O)c1c(O)c2ccccc2c2OC(C=C(C)C)C3=C(C(=O)c4ccccc4C3=O)c12",-6.98489043,-2.40113262,-0.87321335,0.1191,0.0013,2.68990001609247,2.05981177860283,0.63008823748964,"","","","","","",""
"PEDLER","CC1=NN(C(=C1)C)c1nnc(NN2C=NC(=N2)N(=O)=O)nn1",-8.39933822,-2.58617004,-1.39676039,0.0035,0.0217,2.14220001281583,1.82459057972106,0.31760943309477,"","","","","","",""
"PEDREY","CCN1C(=O)C(=NNc2ccc(cc2)N(=O)=O)C(=C(C#N)C1=O)C",-8.10899274,-2.78644583,-1.41471991,1.1125,0.0065,3.52370002108073,2.24755428072337,1.27614574035736,"","","","","","",""
"PEGRIF","Fc1cc(C=C(C#N)C2=CC=C(Br)S2)c(F)cc1Br",-7.55959488,-2.20276162,-0.18803067,0.9991,0.0433,3.61470002162514,2.53614897869303,1.07855104293211,"","","","","","",""
"PEGVUS","CC(=O)N1c2ccccc2C(=O)C1=C1N(C(C)=O)c2ccccc2C1=O",-7.55306415,-2.54154336,-0.79538879,0.0779,0.0005,2.56530001534705,1.9488222533749,0.61647776197215,"","","","","","",""
"PEHWAB01","BrC1=CC=C(S1)C(=O)C(=O)C1=CC=C(Br)S1",-8.19797397,-2.27922561,-0.88736327,0.0,0.4161,2.72880001632519,2.61394088628668,0.1148591300385,"","","","","","",""
"PEJHAN","CC1CCC(C(=O)C1)C(C)(C)SC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.72016045,-2.28521212,-2.21010869,0.0001,0.0002,3.8465000230119,4.05761425295683,-0.21111422994494,"","","","","","",""
"PEJHOD01","Cc1ccc(cc1)C(c1ccc(C)cc1)=C1C=C(Cl)C(=O)C(=C1)Cl",-6.99359807,-2.37038375,-0.12707717,0.6886,0.0588,3.10920001860096,1.61323621455637,1.49596380404459,"","","","","","",""
"PEJKAS","Clc1ccc(cc1)C(c1ccc(Cl)cc1)=C1C=C(Cl)C(=O)C(=C1)Cl",-7.46081755,-2.62453809,-0.59184762,0.0563,0.7578,3.18370001904666,1.79317993372209,1.39052008532456,"","","","","","",""
"PEJZAH","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(c2ccc3c(cc(c4ccc1c2c34)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",-8.20804219,-2.77311225,-1.46478886,0.6007,0.0113,3.81630002283122,2.63608306239995,1.18021696043126,"","","","","","",""
"PELHET","CC(C)(C)N1C(=O)N2N=C3N(N=C2C1=O)C(=O)N(C3=O)C(C)(C)C",-7.23333037,-2.72113851,-1.42560446,0.0,0.3695,1.4959000089493,0.874700720563657,0.621199288385642,"","","","","","",""
"PELMID","O=N(=O)c1cccc(C=NN=Cc2ccccc2N(=O)=O)c1",-8.37212684,-2.14507348,-1.70180002,0.0036,0.004,3.55870002129012,3.38660326672331,0.172096754566809,"","","","","","",""
"PELMUP","O=N(=O)c1ccc(cc1)C=NN=Cc1ccc(cc1)N(=O)=O",-8.53784417,-2.52331174,-1.78098515,0.0011,0.019,3.6049000215665,3.53727950858765,0.0676205129788596,"","","","","","",""
"PELPOL","CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=Nc1cc(ccc1OCC=C)N(=O)=O",-7.99688184,-2.36031554,-1.19784517,0.0085,0.0537,2.76180001652262,2.39530040065985,0.366499615862769,"","","","","","",""
"PELPUR","CC(=O)Oc1cc(ccc1N=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C)N(=O)=O",-8.42818229,-2.6620898,-1.48655797,0.0017,0.0655,2.67870001602547,2.24781578214006,0.4308842338854,"","","","","","",""
"PELXEJ","O=C1C=CC2=C(C=C1)C(=O)C=CC2=O",-8.47553009999999,-3.12359489,-1.32383388,0.0001,0.0022,2.71280001622947,2.16614734064129,0.54665267558818,"","","","","","",""
"PELXIN","O=C1C=CC2=C(C=C1Sc1ccccc1)C(=O)C=CC2=O",-7.56694195,-2.95243528,-1.2337642,0.0004,0.1772,2.74750001643707,1.8772897806846,0.870210235752469,"","","","","","",""
"PELXOT","O=C1C=CC(=O)C2=C1C=C(Sc1ccccc1)C(=O)C(=C2)Sc1ccccc1",-7.13455305,-2.77964298,-1.18315102,0.2379,0.0,2.68700001607512,1.73389122375563,0.95310879231948,"","","","","","",""
"PEMNAY","C[Si](C)(C)C1=Cc2c3cc4cccc5C(=Cc(c3cc3cccc1c23)c45)[Si](C)(C)C",-6.37780443,-2.41882002,-0.96192246,0.1512,0.0,2.1952000131329,1.3189709360651,0.876229077067799,"","","","","","",""
"PENJAT","Cc1ccc(cc1)S(=O)(=O)Nc1cccc2cccc(N=C3C=C(C(=O)C(=C3)C(C)(C)C)C(C)(C)C)c12",-7.20693533,-2.29772935,-0.6443656,0.0851,0.0573,2.74470001642031,2.45747895972183,0.28722105669849,"","","","","","",""
"PENJAV","Cc1ccc(cc1)S(=O)(=O)Nc1cc2ccccc2cc1N=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C",-7.41891202,-2.39160863,-0.6424608,0.0657,0.1002,2.77630001660936,2.46347798167715,0.31282203493221,"","","","","","",""
"PENSUW","CC1=C(CS(=O)(=O)C1=NOC1CCCO1)N(=O)=O",-8.6385263,-2.43242571,-0.2141536,0.0021,0.0048,3.69380002209836,2.26452493313532,1.42927508896304,"","","","","","",""
"PEQQOU","Cc1ccc(CN2C(=O)C(=C(C2=O)C2=Cc3ccccc3S2)C2=Cc3ccccc3S2)cc1",-7.31115494,-2.15976763,-0.11619261,0.2248,0.1798,3.1757000189988,2.37405048583084,0.801649533167959,"","","","","","",""
"PEQQUA","Cc1ccc(CN2C(=O)C(=C(C2=O)C2=Cc3ccccc3O2)C2=Cc3ccccc3O2)cc1",-6.96502612,-2.2435787,0.21633051,0.5606,0.0015,2.99070001789202,2.07118695388887,0.919513064003149,"","","","","","",""
"PEQVIS","FC(F)(F)c1cc(c2cc(c3c(cc(c4ccc1c2c34)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F",-8.40532473,-2.96712943,-1.70506539,0.4114,0.0186,3.79900002272772,2.59901979539538,1.19998022733234,"","","","","","",""
"PEQVUE","FC(F)(F)c1cc2c(cc(c3c4cc(cc5c(cc(c(c(c1)c23)c45)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F",-8.12259844,-3.15815335,-1.56628732,0.4335,0.0004,3.27050001956593,2.33903297078708,0.93146704877886,"","","","","","",""
"PEQWAL","FC(F)(F)c1cc2c(ccc3c2c(c1)c1c(ccc2c(cc(c3c12)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F",-7.85511052,-2.90726438,-1.28464949,0.4149,0.0071,3.24810001943193,2.32662866088783,0.9214713585441,"","","","","","",""
"PEQWEP","FC(F)(F)c1ccc2c3c1ccc(c3c1ccc(c3ccc(c2c13)C(F)(F)F)C(F)(F)F)C(F)(F)F",-7.62626277,-2.6327015,-0.93634376,0.4194,0.0215,3.28710001966525,2.37097287819656,0.91612714146868,"","","","","","",""
