"ID","SMILES","HOMO","LUMO","LUMO+1","f(S1)","f(S2)","E(S1)","E(T1)","dS1T1","EHOMO","ELUMO","ΔELL+1","fmax","ΔES1T1","consensus Log Po/w","λ"
"PEQWIT","FC(F)(F)c1cc2c(cc3c(cc(cc3C(F)(F)F)C(F)(F)F)c2C(F)(F)F)c(c1)C(F)(F)F",-8.39988245,-2.86318193,-1.49608195,0.0991,0.0089,3.67630002199366,2.47988154880789,1.19641847318577,"","","","","","",""
"PEQZOC","CCc1ccc(cc1)C1=C(C(=O)c2ccccc2C1=O)c1ccc(CC)cc1",-7.55714586,-2.17691079999999,-0.3635441,0.0013,0.0008,2.9059000173847,2.7529083412733,0.1529916761114,"","","","","","",""
"PERFUP","N1C(=CC(=C1N=C1N=C(C=C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1",-6.3889611,-2.3910644,-0.04108919,0.7352,0.0477,2.47580001481161,1.37324676467935,1.10255325013226,"","","","","","",""
"PERPOT","O=C1COc2cccc(OCC(=O)NCCCNC(=O)c3cccc(n3)C(=O)NCCCN1)c2NC(=S)c1ccc(cc1)N(=O)=O",-8.15008194,-2.41745945,-0.93988124,0.0077,0.0016,2.91520001744034,2.7477215791719,0.167478438268439,"","","","","","",""
"PERYOB","CC1(C)C(=O)N(c2ccc(Cl)cc2)C1(C)N=Nc1ccc(cc1)N(=O)=O",-7.59007163,-2.14643405,-0.66368568,0.0035,0.0,2.66800001596145,2.27284073239549,0.39515928356595,"","","","","","",""
"PESHOK","CCC1(OC(OCc2ccccc2)C2OC(C)(C)OC12)C1OC(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)CC1C",-8.48097238,-2.14670617,-2.02017323,0.0004,0.0008,3.87560002318599,3.53731243436183,0.338287588824159,"","","","","","",""
"PESJII01","COC(=O)CCCC1(c2ccccc2)C23C4=C5C6=C7C8=C9C%10=C%11C%12=C%13C%14=C%10C%10=C%15C%16=C%14C%14=C%17C%18=C%19C%20=C%21C%22=C(C%16=C%17%20)C%15=C(C6=C9%10)C5=C%22C12C%21=C1C%19=C2C5=C%18C(=C%13%14)C6=C%12C9=C%10C(=C56)C5=C2C1=C3C1=C5C%10=C(C8=C%119)C7=C41",-7.11251182,-2.93202674,-2.7839968,0.0018,0.0,2.33190001395072,2.27930642960031,0.0525935843504101,"","","","","","",""
"PESLEG","BrCCCCCCN1C(=O)C(c2ccccc12)=C1C(=O)N(CCCCCCBr)c2ccccc12",-6.86951416,-2.32249171,0.6541617,0.4078,0.0,2.78220001664466,1.55161004660981,1.23058997003485,"","","","","","",""
"PETDIE","COCCOC(=O)C(C(=O)OCCOC)=C1C=CC(C=C1)=C(C(=O)OCCOC)C(=O)OCCOC",-7.23469094,-2.16929162,0.69008072,1.3177,0.0,3.62560002169035,1.69797328394997,1.92762673774038,"","","","","","",""
"PETDUN","CC(C)Oc1c2CC3=CC(=O)C=C(Cc4cccc(CC5=CC(=O)C=C(Cc1ccc2)C5=O)c4OC(C)C)C3=O",-7.66952888,-2.37691448,-1.8506463,0.0,0.0,2.62650001571318,2.28528068918486,0.34121932652832,"","","","","","",""
"PETFAV","CCOc1c2CC3=CC(=O)C=C(Cc4cc(cc(CC5=CC(=O)C=C(Cc1cc(c2)C(C)(C)C)C5=O)c4OCC)C(C)(C)C)C3=O",-7.68313457,-2.14969942,-2.14071966,0.0,0.0001,2.74060001639578,3.88363608573173,-1.14303606933594,"","","","","","",""
"PETKIL","CCCCCCCCN1C(=O)C2=C(SC=C2)C2=C(N=C(S2)C2=NC3=C(S2)C2=C(C=CS2)C(=O)N(CCCCCCCC)C3=O)C1=O",-7.72014205,-2.32466862,-1.62887351,0.987,0.0,3.52110002106517,3.0173474927335,0.50375252833167,"","","","","","",""
"PEWPOY","N#CC(C#N)=C1c2ccc(cc2C(c2ccc(cc12)c1ccccc1)=C(C#N)C#N)c1ccccc1",-8.1808308,-3.07107692,-2.06697681,0.0529,0.6037,3.40780002038735,2.74312122241638,0.66467879797097,"","","","","","",""
"PEWTUJ","COC(=O)C1=C(NC(=C1)C(C1=CC=C(N1)C(=C1C=CC(=N1)C(=C1NC(=O)C=C1)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1ccccc1)c1ccccc1)c1c(F)c(F)c(F)c(F)c1F",-7.01074124,-2.6718859,-1.41635259,0.4624,0.0634,2.6424000158083,1.64196926025833,1.00043075554996,"","","","","","",""
"PEXGII","c1ccc(cc1)C1=NC(N=C1c1ccccc1)=C1c2ccccc2C(=C2N=C(c3ccccc3)C(=N2)c2ccccc2)c2ccccc12",-6.94325701,-2.71052606,-1.63349944,1.4651,0.1653,2.71490001624204,1.86325822999874,0.851641786243299,"","","","","","",""
"PEXSAP","COC1=CC(=O)C2=C(C3OCC(=C3)CCC=C(C)C2)C1=O",-7.73864579,-2.47269856,0.50531542,0.0,0.0,2.53010001513646,2.55140283760418,-0.02130282246772,"","","","","","",""
"PEYFOP","BrC1=CC=C(S1)C=CC(=O)c1ccc(cc1)N(=O)=O",-7.87606329,-2.29555244,-1.41499202,0.0025,0.0068,3.36290002011873,2.71006129436976,0.652838725748969,"","","","","","",""
"PEYJAG","CCN1C2=C(N(CC)C1=S(Br)Br)C1=C(SSSS2)N(CC)C(N1CC)=S(Br)Br",-7.84041637,-2.12548129,-2.07051429,0.0003,0.0004,3.00780001799433,2.83836243063471,0.169437587359619,"","","","","","",""
"PEYLIR","COC(=O)C1=C2C=C(C=CC=C2C(=C1C=O)C=O)C(C)C",-7.35306047,-2.28031407,-1.52274911,0.017,0.0001,2.50420001498151,2.23679623243687,0.267403782544639,"","","","","","",""
"PEYSAN","OC1=C(C(=O)C1=O)C1=C(O)C(=O)C1=O",-8.53294612,-3.09366237,-1.14423874,0.0,0.0062,2.36880001417147,2.37157971928996,-0.00277970511849012,"","","","","","",""
"PEZBAZ","BrC1=CC=C(C2=CSC(=O)S2)C2=NSN=C12",-7.56068334,-2.41201717,-0.22449393,0.2924,0.0121,3.35740002008583,2.38101714463274,0.976382875453089,"","","","","","",""
"PHAZOX","[O-][n+]1c2ccccc2[n+]([O-])c2ccccc12",-6.71794674,-2.4912023,-0.86069611,0.1472,0.0,2.71340001623306,0.617846089610714,2.09555392662234,"","","","","","",""
"PHNAPH01","c1ccc2c(c1)c1c3ccccc3c3c4ccccc4c4c5ccccc5c2c4c13",-6.40338313,-2.61038817,-0.23265734,0.0,0.2644,2.00400001198904,1.2945919840773,0.70940802791174,"","","","","","",""
"PHNAPQ","O=C1C=C(c2ccccc2)C(=O)c2ccccc12",-8.40532473,-2.51814157,-0.49497509,0.001,0.0,2.64480001582266,2.22235438847048,0.42244562735218,"","","","","","",""
"PHNQUN10","COC1=CC(=O)c2c(ccc3c(OC)c(O)ccc23)C1=O",-7.36448925,-2.25473537,-0.4557907,0.0,0.0269,2.96590001774366,2.46716077052479,0.49873924721887,"","","","","","",""
"PHPYHP","CN1C(=O)N(C)C(=O)C(=C2C=CC3=Nc4ccccc4N(c4ccccc4)C3=C2)C1=O",-6.6188973,-2.72848558,-0.57062274,0.5886,0.0833,2.34660001403866,1.23272989342392,1.11387012061474,"","","","","","",""
"PHTDZO","O=S1N=C2c3ccccc3c3ccccc3C2=N1",-8.2083143,-2.40766335,-0.87919985,0.0557,0.0119,3.13080001873018,2.52330738186964,0.60749263686054,"","","","","","",""
"PHTLBC02","Cl[B-]12N3C4=NC5=C6C=CC=CC6=C(N=C6[N+]1=C(N=C3c1ccccc41)c1ccccc61)N25",-6.4047437,-2.16575414,-2.16357723,0.3683,0.3711,2.63460001576164,1.71112318577852,0.92347682998311,"","","","","","",""
"PHXTCN","N#CC(=CC(c1ccccc1)=C(C=C(C#N)C#N)c1ccccc1)C#N",-8.13157819,-3.13121408,-1.23893436,0.574,0.0037,3.28820001967182,2.18231117547756,1.10588884419426,"","","","","","",""
"PICRIC","CC1=NN(C2=C1C=CC(=O)C=C2)c1ccc(cc1N(=O)=O)N(=O)=O",-7.98654151,-2.54943467,-1.9940503,0.0,0.0002,3.46830002074929,3.13095067149925,0.33734934925004,"","","","","","",""
"PIDLAR","CCOC(=O)c1cc(N=Nc2ccc(Cl)c(c2)N(=O)=O)c(nc1NC(C)=O)c1ccc(Br)cc1",-7.87551906,-2.39705091,-1.54152496,0.0005,0.8227,2.47740001482118,2.79126877502682,-0.31386876020564,"","","","","","",""
"PIDLIY","CC12Sc3cc(C=Cc4ccccc4)ccc3C1=C1C(=C3c4ccc(C=Cc5ccccc5)cc4SC23C)C(F)(F)C(F)(F)C1(F)F",-6.69019113,-2.38589424,-1.04437296,0.7787,0.0594,2.45240001467162,1.81874856748613,0.63365144718548,"","","","","","",""
"PIDRIF","CCCCCCC1(CCCCCC)c2ccccc2c2c(C=Cc3ccc(cc3)N(=O)=O)ccc(C=Cc3ccc(cc3)N(=O)=O)c12",-7.32448851,-2.15731861,-1.67350018,1.558,0.0063,3.51730002104244,2.86258192392193,0.654718097120509,"","","","","","",""
"PIDWEF","CC1=C2C=CC=[N+]2[B-](F)(F)N2C=CC=C12",-7.36748249999999,-2.33283204,1.73608637,0.47,0.1127,3.21600001923989,1.99026413155524,1.22573588768464,"","","","","","",""
"PIGBAJ","CC1(C)OB(OC1(C)C)c1ccc(cc1)C=Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O",-8.08967266,-2.63025248,-1.99105704,0.6914,0.0477,3.70690002217673,3.01110084718198,0.695799174994749,"","","","","","",""
"PIGBEN","CC1(C)OB(OC1(C)C)c1ccc(cc1)C=Cc1ccc(cc1N(=O)=O)N(=O)=O",-7.83170873,-2.30589277,-1.66479254,0.0045,0.1631,3.62220002167,2.99236608069156,0.629833940978449,"","","","","","",""
"PIGLOI","Nc1c(cc(c(N2C=NC(=C2N(=O)=O)N(=O)=O)c1N(=O)=O)N(=O)=O)N(=O)=O",-9.74330853,-3.18400416,-2.69828094,0.0013,0.0001,2.61270001563062,3.45549242545802,-0.842792409827399,"","","","","","",""
"PIGSUV","Nc1c(c(N)c(c(N2C=NC(=C2N(=O)=O)N(=O)=O)c1N(=O)=O)N(=O)=O)N(=O)=O",-8.99798869,-2.90699226,-2.1257534,0.017,0.0025,3.702600022151,3.11504697750316,0.587553044647839,"","","","","","",""
"PIGWUY","CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=C1c2cccc3cccc(c23)C1=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C",-6.6719595,-3.09556716,-2.03214624,0.3289,0.0141,2.12260001269857,0.913793956888454,1.20880605581011,"","","","","","",""
"PIJGOG","CCOC(=O)C1=Cc2c(S1)ccc1nc(Cl)c3ccc4c(Cl)nc5ccc6SC(=Cc6c5c4c3c21)C(=O)OCC",-7.43741576,-2.16085609,-2.10153527,0.0474,0.105,3.23070001932783,2.77001369003982,0.460686329288019,"","","","","","",""
"PIJRUX","FC(CCCC#N)C(=O)C(=O)c1ccccc1N(=O)=O",-9.17567904,-2.27079008,-1.69254815,0.0003,0.0014,2.9114000174176,2.81976617011127,0.0916338473063396,"","","","","","",""
"PIKRAC","O=N(=O)C1C=C2c3ccccc3c3cccc(C1C(N(=O)=O)(N(=O)=O)N(=O)=O)c23",-8.00504525,-2.44276604,-2.24874886,0.0024,0.0002,3.64330002179624,2.99649323145999,0.646806790336239,"","","","","","",""
"PILJOJ","Cc1ccc(C)c(c1)C(=O)C(c1cc(C)cc(C)c1)=C1C=C(Cl)C(=O)C(=C1)Cl",-7.54734976,-2.37881928,-1.21743737,0.0025,0.0349,3.21240001921835,1.93618365347178,1.27621636574657,"","","","","","",""
"PIMROU","FC(F)(F)C(F)(F)C(F)(F)c1cc2nc3c4ccccc4c4ccccc4c3nc2cc1C(F)(F)C(F)(F)C(F)(F)F",-8.00749428,-2.35650595,-1.3733586,0.0015,0.0197,3.44490002060929,3.29700760451392,0.14789241609538,"","","","","","",""
"PIMRUA","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2nc3c4ccccc4c4ccccc4c3nc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",-8.00667794,-2.37473757,-1.38397104,0.0016,0.0269,3.44890002063323,3.15059157711294,0.29830844352029,"","","","","","",""
"PIMSAH","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2nc3c4ccccc4c4ccccc4c3nc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",-7.98164346,-2.38997595,-1.40165844,0.0015,0.0245,3.47640002079774,3.15039783204618,0.326002188751569,"","","","","","",""
"PIMSOV","FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2nc3c4SC=Cc4c4C=CSc4c3nc2cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",-7.83089239,-2.57446914,-1.43186308,0.0184,0.0041,3.28800001967064,2.6289983062108,0.659001713459839,"","","","","","",""
"PINLUV","Fc1cc(F)c(F)c(N=Nc2c(F)c(F)cc(F)c2F)c1F",-8.85703372,-2.42535075,-0.19129604,0.0,0.0,2.34010001399977,1.9212233782044,0.418876635795369,"","","","","","",""
"PIQCAV","CC1(C)OC(=C(C#N)C#N)C(=C1C=CC=CC=C1N(CCOC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)c2ccccc2C1(C)C)C#N",-6.49862298,-2.63324573,-0.89498245,2.2963,0.0111,2.51370001503835,1.4134001565838,1.10029985845455,"","","","","","",""
"PIRCOI","COC(=O)CCC1=C2NC(=C1C)C=C1N=C(C=C3NC(=CC4=NC(=C2)C(=C4C)CCC(=O)OC)C2(C)C(C(=O)OC)C(=CC=C32)C(=O)OC)C(=C1C=C)C",-5.75928965,-2.15949552,-1.53445,0.1736,0.0664,2.02430001211048,1.30800121039765,0.716298801712839,"","","","","","",""
"PISXHZ","O=C1ONC(=C1NN=C1C(=O)ON=C1c1ccccc1)c1ccccc1",-7.28013396,-2.16793105,-0.90205741,0.4298,0.0027,3.18370001904666,1.93425872008836,1.24944129895829,"","","","","","",""
"PIWJOU","O=C1C=CC(=O)C2=C1C=C(Cc1ccccc1)C(=O)C(=C2)Cc1ccccc1",-8.08722364,-2.84549453,-1.09580248,0.0002,0.0067,2.71580001624741,2.23359837767989,0.482201638567529,"","","","","","",""
"PIWJUA","O=C1C=CC(=O)C2=C1C=C(Oc1ccccc1)C(=O)C(=C2)Oc1ccccc1",-7.56830252,-2.74045859,-1.09553036,0.0018,0.1428,2.82160001688037,1.94656234784493,0.87503766903544,"","","","","","",""
"PIWKAH","BrC1=C(Br)C(=O)C2=C(C=C(Cc3ccccc3)C(=O)C(=C2)Cc2ccccc2)C1=O",-8.12559169,-3.17039847,-1.40056999,0.0005,0.0169,2.84660001702993,2.15817386060745,0.68842615642249,"","","","","","",""
"PIWRES","ClC1=C=C=C(Cl)C(=O)C=CC2=CC=CC=C(C2)C=CC1=O",-7.71007384,-2.73909802,-2.3045322,0.016,0.0026,3.03960001818457,2.0649601726549,0.97463984552967,"","","","","","",""
"PIWWAU","NC1=C(C#N)C(C(N1S(=O)(=O)c1ccc(cc1)N(=O)=O)C(=O)c1ccccc1)c1ccccc1",-7.45809641,-2.46018132,-1.13063305,0.0468,0.0,3.47790002080672,3.52155595397354,-0.04365593316682,"","","","","","",""
"PIXTAT","CCN(CCC#N)c1ccc(cc1)N=NC1=Nc2ccc(cc2S1)N(=O)=O",-7.24693607,-2.32575708,-0.9902223,0.0,1.425,2.52420001510116,2.25797841811777,0.26622159698339,"","","","","","",""
"PIXWIE","CC1(C)OC(=C(C#N)C#N)C(=C1C=CC=C1N(CCO)c2ccccc2C1(C)C)C#N",-6.61508771,-2.31133505,-0.13197522,1.2182,0.1083,2.69230001610683,1.73117933712339,0.96112067898344,"","","","","","",""
"PIYXUS","CCC1=CC2=C(S1)c1cc3C(=O)C4=C(SC(=C4)CC)c3cc1C2=O",-6.97373376,-2.19677512,-0.72708821,0.0777,0.0,2.5509000152609,2.09927155228731,0.45162846297359,"","","","","","",""
"PIYYED","CCCCCCCCCCCCC1=CC2=C(S1)c1cc3C(=O)C4=C(SC(=C4)CCCCCCCCCCCC)c3cc1C2=O",-6.84856139,-2.21174138,-0.74504772,0.0776,0.0001,2.41570001445206,1.96156071903829,0.45413929541377,"","","","","","",""
"PIZXEC","CN(C)c1cccc2cccc(c12)[Si](C)(C)CCOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.31088282,-2.22915666,-1.95323322,0.0011,0.0011,3.76180002250517,3.48423118555229,0.277568836952879,"","","","","","",""
"PMELTA","O=C1SC(=O)c2cc3C(=O)SC(=O)c3cc12",-9.69514438,-3.29801987,-2.22942878,0.0001,0.0,3.18610001906102,3.4220314016055,-0.23593138254448,"","","","","","",""
"PMOXIP","CC1=NN(c2ccccc2)C(=NC(=O)CNC(=O)OCc2ccccc2)C1=NOC(=O)c1ccc(Br)cc1",-7.44340227,-2.27840927,-0.9567523,0.0457,0.0021,2.96950001776519,2.20093165416528,0.768568363599909,"","","","","","",""
"PMOXMB","CC(OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)C1OC(C)(C)C1(C)C",-8.92206893,-2.18725113,-2.01337038,0.0001,0.0022,3.74620002241185,3.52468335845412,0.221516663957721,"","","","","","",""
"PMTYTZ","CC1=C(SSC1=[N+]1[N-]C(=O)N(c2ccccc2)C1=O)c1ccccc1",-6.72991975,-2.17146853,-0.69906048,0.3459,0.0001,2.7564000164903,1.72964978517214,1.02675023131816,"","","","","","",""
"PNOPRN","COc1ccc(cc1)C1=C2C(=C(C(=O)C(=C2c2ccc(OC)cc2)OC)c2ccccc2)OC1=O",-7.31578087,-2.59378922,-0.13224733,0.0061,0.0675,2.69110001609964,1.84181021629027,0.849289799809379,"","","","","","",""
"POBPIG04","c1ccc2c(c1)c1ccc3c4ccc5c6ccccc6c6ccc(c7ccc2c1c37)c4c56",-6.45644533,-2.22561918,-0.46286566,0.9381,0.0,2.75330001647177,1.88688397083242,0.86641604563934,"","","","","","",""
"POCRAA","CC(=O)CC(=O)C1=CC2=C(OC1=O)C=C(C)OC2=O",-8.12940128,-2.20575487,-0.66776739,0.0001,0.0004,2.63500001576403,2.74719302522827,-0.11219300946424,"","","","","","",""
"POFDOD","CC(C)(C)c1ccc(c(c1)N1C(=O)c2ccc3c4cccc5cccc(c6ccc(C1=O)c2c36)c45)C(C)(C)C",-6.87087473,-2.23732008,-0.32952987,0.7124,0.0025,3.04650001822584,2.10573752160309,0.940762496622759,"","","","","","",""
"POFDUJ","O=C1N(C2CCCCCCCCCCC2)C(=O)c2ccc3c4cccc5cccc(c6ccc1c2c36)c45",-6.81944521,-2.36630204,-0.40953135,0.7011,0.0022,2.91530001744094,1.92134011504915,0.99395990239178,"","","","","","",""
"POFMEE","COC1=C(Br)C(=O)C(=C(Br)C1=O)OC",-7.94735712,-2.73447208,0.48354631,0.0,0.0,2.71830001626238,2.20917588747241,0.509124128789969,"","","","","","",""
"POGVAJ01","COC1=CC(C(=CC1=C(C=C1N(C)c2ccccc2C1(C)C)C#N)OC)=C(C#N)C#N",-6.24392441,-2.84739933,-0.11020611,1.3706,0.0734,2.26930001357621,0.823431205760165,1.44586880781604,"","","","","","",""
"POGVIR","CCOC1=CC(C(=CC1=C(C=C1N(C)c2ccccc2C1(C)C)C#N)OCC)=C(C#N)C#N",-6.15167782,-2.75488062,-0.11102245,1.4292,0.0858,2.29630001373774,0.811462005934387,1.48483800780335,"","","","","","",""
"POJHAX","CC1(C)CSC(=C2SCC(C)(C)C2=C(C#N)C#N)C1=C(C#N)C#N",-7.51850569,-2.89393079999999,-1.20900184,0.1591,0.0246,2.65590001588906,1.73487083362115,0.921029182267919,"","","","","","",""
"POJNOR","CC1(C)CSC(=CC=C2SCC(C)(C)C2=C(C#N)C#N)C1=C(C#N)C#N",-7.11387239,-3.07624708,-1.47757821,0.5214,0.0,2.37930001423429,1.35620427422813,1.02309574000616,"","","","","","",""
"POJWUG","ClC1=C(Cl)C2=CC(=O)C3=CC=CC=C(C3)C=C2C1=O",-7.8311645,-2.22126536,-1.91404882,0.0027,0.0081,3.22220001927699,2.8812432196763,0.34095679960069,"","","","","","",""
"POJXAN","ClC1=C(Cl)C2=C(Cl)C(=O)C3=CC=CC=C(C3)C=C2C1=O",-7.84613077,-2.29555244,-1.94615826,0.0202,0.0306,3.25970001950133,2.72553804173293,0.5341619777684,"","","","","","",""
"POLWUK","NC(=NN=Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N1N=Cc2c1cc(cc2N(=O)=O)N(=O)=O",-8.52968076,-3.04876358,-2.74154704,0.6873,0.0031,3.58950002147437,2.902607422308,0.68689259916638,"","","","","","",""
"POMVEU","CCCCC(CC)C[Si]1(CC(CC)CCCC)C2=C(SC(=C2)C2=NC=C(C3=CC=CS3)C3=NSN=C23)C2=C1C=C(S2)C1=NC=C(C2=CC=CS2)C2=NSN=C12",-6.31957206,-2.46344669,-2.10779389,1.4467,0.1488,2.36260001413438,1.98965456932118,0.372945444813199,"","","","","","",""
"POMYUN","CN1C(=O)C(=C2N=C3N(C)C(=O)C(=C3N=C12)c1ccccc1)c1ccccc1",-7.31931835,-2.95189105,-0.50830867,0.0,0.9332,2.66720001595667,2.27826450566618,0.388935510290489,"","","","","","",""
"PONJOS","ClC1(Cl)C(=O)C2=C(C(=O)c3ccccc3S2)C(=O)C1(Cl)Cl",-8.28015236,-2.63188516,-1.24845835,0.0015,0.0752,3.19120001909153,2.60052077540988,0.59067924368165,"","","","","","",""
"PONKAE","CC1(CC1c1ccccc1)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.27334951,-2.28793326,-2.10262372,0.0,0.0008,3.76900002254825,3.52496880588391,0.244031216664339,"","","","","","",""
"POPVUM","CSc1ccccc1NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-7.55115935,-2.14697828,-1.87976248,0.0001,0.0012,3.95610002366758,4.30134254713585,-0.34524252346827,"","","","","","",""
"POQMOZ","COc1ccc2c(CCC3=C2N2C(=C3)C(=C3C=C4CCc5cc(OC)ccc5C4=[N+]3[B-]2(F)F)C=O)c1",-6.15984123,-2.72766924,0.19374506,0.7565,0.0011,2.07870001243594,0.996420783371035,1.0822792290649,"","","","","","",""
"POQXEA","CC1(C)CCCC(C)(C)N1OCC(=Cc1ccc(cc1)C=C(CON1C(C)(C)CCCC1(C)C)N(=O)=O)N(=O)=O",-8.13511567,-2.23650374,-1.33335787,0.033,0.0,3.71780002224194,3.45254597668618,0.265254045555759,"","","","","","",""
"POSGUZ","Fc1c(F)c(F)c(N=S=Nc2ccccc2)c(F)c1F",-7.48775682,-2.36249245,0.09551196,0.7547,0.0045,3.33170001993208,1.85496909787992,1.47673092205215,"","","","","","",""
"POTZON","O=C1ON=S=C1c1ccccc1",-7.61048017,-2.36630204,0.19020758,0.253,0.0016,3.34340002000207,1.39044789751679,1.95295212248528,"","","","","","",""
"POWNUK","CC1CCCC=CC2CC(CC2C(O)C(CC(=O)O1)SCCOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O)OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O",-8.06899201,-2.54317605,-2.3850779,0.0011,0.0005,3.51470002102688,3.93167452065414,-0.416974499627259,"","","","","","",""
"POWPEX","NC(=O)c1ccccc1N=Cc1ccc(cc1)N(=O)=O",-8.29593496,-2.36194822,-0.77878984,0.0101,0.1833,3.69780002212229,3.28908955407611,0.40871046804618,"","","","","","",""
"POYBUB","CC(C)(C)C1=CC(=O)C(=CC1=O)C#CC1=CC(=O)C(=CC1=O)C(C)(C)C",-8.55253832,-2.92386332,-2.45718807,0.0,0.0001,2.67640001601171,2.75721998523643,-0.0808199692247204,"","","","","","",""
"POYCAI","CC(C)(C)C1=CC(=O)C(=CC1=O)C#CC#CC1=CC(=O)C(=CC1=O)C(C)(C)C",-8.25239674,-2.97338804,-2.58317678,0.0001,0.0,2.67800001602128,2.72746624047895,-0.0494662244576802,"","","","","","",""
"POYRIF","S=C1C=C(c2ccccc2)C(=C1)c1ccccc1",-7.44503495,-2.96032658,0.22830352,0.0001,0.0025,1.07540000643364,0.807202063606749,0.26819794282689,"","","","","","",""
"POZLAS","FC(F)(F)c1cc(C#Cc2ccccc2)c2c(c1)C1=C(c3ccccc3)c3c(cc(cc3C1=C2c1ccccc1)C(F)(F)F)C#Cc1ccccc1",-7.16475768,-2.57582971,-1.21117875,0.0,0.7153,2.62580001570899,2.00003843386469,0.6257615818443,"","","","","","",""
"PRFLID10","CC(C)OC(=O)c1cccc2c3ccccc3C(c12)=C1c2ccccc2c2cccc(C(=O)OC(C)C)c12",-6.58624364,-2.16711471,-0.54341136,0.3051,0.0002,2.57850001542602,1.44183959143399,1.13666042399203,"","","","","","",""
"PTMETS","CSC=C(OS(=O)(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)c1ccccc1",-7.37999974,-3.30645539999999,-2.24793252,0.0007,0.003,2.81790001685824,3.13955817680965,-0.321658159951409,"","","","","","",""
"PUBSUC","CC(C)(C)c1cc2C(C=C3N4C(=CC(=C(C#N)C#N)c(c1)c24)c1cccc2cccc3c12)=C(C#N)C#N",-7.40748324,-3.29339393,-1.67050693,0.548999999999999,0.4691,2.69030001609487,1.84684922058048,0.84345079551439,"","","","","","",""
"PUCNIM","O=C1c2ccccc2c2c3c1cccc3c1c(c3cccc4C(=O)c5ccccc5c(c34)c1c1cncc3ccccc13)c2c1cncc2ccccc12",-7.03305458,-2.27868138,-1.45798601,0.6357,0.0085,3.08680001846695,2.34033993358673,0.74646008488022,"","","","","","",""
"PUCPIN","CC(C)[Si](C#Cc1c2cc3SC=Cc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(Cl)c(Cl)c(Cl)c(Cl)c3cc12)(C(C)C)C(C)C",-6.22895815,-2.57446914,-0.75729285,0.2341,0.0102,2.1372000127859,1.17570299377043,0.961497019015479,"","","","","","",""
"PUFCOI01","O=C1C2=C(C3CC=CC3O2)C(=O)c2ccccc12",-8.20259991,-2.14997153,-0.24980051,0.0,0.0001,3.07510001839695,2.58956764868501,0.48553236971194,"","","","","","",""
"PUGJEH","CCCCCCNC(=S)NN=C1C(=O)Nc2ccc(cc12)N(=O)=O",-7.35469315,-2.21119715,-1.39703251,0.0054,0.4812,2.98670001786808,2.30539724980914,0.681302768058949,"","","","","","",""
"PUGTOB","O=C1c2ccccc2c2ccccc2C1=NNC(=S)SCc1ccccc1",-7.37455746,-2.31079082,-0.54477193,0.0008,0.0132,2.76970001656987,2.59064902913091,0.179050987438969,"","","","","","",""
"PUHHAD","O=C1C(=O)c2ccc(nc2c2nc(ccc12)C1=CC=CS1)C1=CC=CS1",-7.45537528,-2.47052165,-1.22804981,0.0,0.0522,2.43350001455855,2.32179183719735,0.1117081773612,"","","","","","",""
"PUHNAJ","OC(COc1ccccc1C=C(C#N)C#N)COc1ccccc1C=C(C#N)C#N",-8.1808308,-2.2239865,-2.0256155,0.1903,0.7078,4.08790002445608,2.96398351762246,1.12391650683362,"","","","","","",""
"PUKXID","Brc1ccc(cc1)N1C(=O)c2cccc(c2[Se]1=O)N(=O)=O",-8.03062396,-2.53773377,-1.74316133,0.0006,0.0022,3.60880002158984,3.61157121571442,-0.00277119412458004,"","","","","","",""
"PULHOV","Cc1ccc(cc1)S(=O)(=O)N=NC1=C(c2ccccc2N1)S(=O)(=O)c1ccc(C)cc1",-7.96558875,-2.42072481,-0.38286419,0.0005,0.2047,2.41920001447299,2.02438963021772,0.39481038425528,"","","","","","",""
